DULICA;PSC;OBCE
Ulica Pavla Dobšinského;984 03;Lučenec
Ulica pekárenská;984 01;Lučenec
Ulica pod kaštieľom;984 01;Lučenec
Ulica poľná;984 01;Lučenec
Ulica potočná;984 01;Lučenec
Ulica revolučná;984 01;Lučenec
Ulica robotnícka;984 03;Lučenec
Ulica rybničná;984 01;Lučenec
ulica sadová;984 01;Lučenec
Ulica Samuela Mikovíniho;984 01;Lučenec
Ulica skladištná;984 01;Lučenec
Ulica Sládkovičova;984 01;Lučenec
Ulica slepá;984 01;Lučenec
Ulica slnečná;984 01;Lučenec
Ulica Slovenskej republiky rád;984 01;Lučenec
Ulica sokolská;984 01;Lučenec
Ulica Svätoplukova;984 01;Lučenec
Ulica špitálska;984 01;Lučenec
Ulica športová;984 03;Lučenec
Ulica Št. Moyzesa;984 01;Lučenec
Ulica študentská;984 03;Lučenec
Ulica T. G. Masaryka;984 01;Lučenec
Ulica tehelná;984 01;Lučenec
Ulica Terézie Vansovej;984 01;Lučenec
Ulica tichá;984 01;Lučenec
Ulica tkáčska;984 01;Lučenec
Ulica továrenská;984 01;Lučenec
Ulica úzka;984 01;Lučenec
Ulica V. V. Majakovského;984 01;Lučenec
Ulica Vajanského;984 01;Lučenec
Ulica Z. Nejedlého;984 01;Lučenec
Ulica záhradná;984 01;Lučenec
Ulica zámocká;984 01;Lučenec
Ulica Zory Jesenskej;984 01;Lučenec
Ulica železničná;984 01;Lučenec
Veterná osada;984 01;Lučenec
Vinica;984 01;Lučenec
Vinohradná ulica;984 01;Lučenec
Výstavisko;984 01;Lučenec
Zelená;984 01;Lučenec
Zlatá ulička;984 01;Lučenec
Zvolenská cesta;984 01;Lučenec
Bazová ulica;951 41;Lužianky
Cez panské;949 01;Lužianky
Ciolkovského;951 41;Lužianky
Čerešňová ulica;951 41;Lužianky
Dolné Hony;951 41;Lužianky
Dunajského;951 41;Lužianky
Edisonova;951 41;Lužianky
Egrešová ulica;951 41;Lužianky
Gaštanová ulica;951 41;Lužianky
Golfová;951 41;Lužianky
Hlohovecká;951 41;Lužianky
Horákova;951 41;Lužianky
Hronského;951 41;Lužianky
Jahodová ulica;951 41;Lužianky
Jaseňová ulica;951 41;Lužianky
Kajsa;951 41;Lužianky
Kajsa II;951 41;Lužianky
Kaplanova;951 41;Lužianky
Korytovská;951 41;Lužianky
Lipová ulica;951 41;Lužianky
Malinová ulica;951 41;Lužianky
Mesačná;951 41;Lužianky
Na Holotke;951 41;Lužianky
Na Ihrisko;951 41;Lužianky
Nejedlého;951 41;Lužianky
Obežná;951 41;Lužianky
Počašie;951 41;Lužianky
Pod Hliníkom;951 41;Lužianky
Pri trati;951 41;Lužianky
Prúdová;951 41;Lužianky
Radošinská;951 41;Lužianky
Rastislavova;951 41;Lužianky
Ríbezľová ulica;951 41;Lužianky
Sasinkova;951 41;Lužianky
Slivková ulica;951 41;Lužianky
Smreková ulica;951 41;Lužianky
Športová;951 41;Lužianky
Švantnerova;951 41;Lužianky
Tatranská;951 41;Lužianky
Teslova;951 41;Lužianky
Topoľová ulica;951 41;Lužianky
Urbanova;951 41;Lužianky
Venušina;951 41;Lužianky
Vinárska;951 41;Lužianky
Višňová ulica;951 41;Lužianky
Vodárenská;951 41;Lužianky
Závodníkova;951 41;Lužianky
29. augusta;036 01;Martin
A. Kmeťa;036 01;Martin
A. Mamateja;036 01;Martin
A. Medňanského;038 61;Martin
A. Pietra;036 01;Martin
A. Sokolíka;036 01;Martin
A. Stodolu;036 01;Martin
B. Bullu;038 61;Martin
B. Němcovej;036 01;Martin
Bagarova;036 01;Martin
Bambusky;036 01;Martin
Bazovského;036 01;Martin
Bellova;036 01;Martin
Benkova;036 01;Martin
Bernolákova;036 01;Martin
Bezekova;036 01;Martin
Bezručova;036 01;Martin
Björnsonova;036 01;Martin
Bottova;036 01;Martin
Brezová;036 01;Martin
Brigádnická;036 01;Martin
Budovateľov;036 01;Martin
C. Majerníka;036 01;Martin
Cesta k lesu;036 01;Martin
Clementisova;036 01;Martin
Červenej armády;036 01;Martin
Československej armády;036 01;Martin
Čulenova;036 01;Martin
D. Makovického;036 01;Martin
Daniela Michaelliho;036 01;Martin
Daxnerova;036 01;Martin
Devínska;038 61;Martin
Divadelná;036 01;Martin
Dobšinského;036 01;Martin
Dostojevského;036 01;Martin
Družstevná;036 01;Martin
Dúbravca;036 01;Martin
E. B. Lukáča;036 01;Martin
F. Štefunku;036 01;Martin
Fatranská;036 01;Martin
Fínska;038 61;Martin
Flámska;036 01;Martin
Fornigovo;036 01;Martin
Francisciho;036 01;Martin
Francúzskych partizánov;038 61;Martin
Gándhího;036 01;Martin
Generála Svobodu;036 01;Martin
Gogoľova;036 01;Martin
Gorkého;036 01;Martin
H. Gregorovej;038 61;Martin
H. Meličkovej;036 01;Martin
Hájska;036 01;Martin
Halašova;036 01;Martin
Hasičská ulica;038 61;Martin
Hečkova;036 01;Martin
Helsinská;038 61;Martin
Hlboká;036 01;Martin
Hodžova;036 01;Martin
Hollého;036 01;Martin
Holubyho;036 01;Martin
Horská;036 01;Martin
Hradečnica;036 01;Martin
Hrdinov SNP;036 01;Martin
Hurbanova;036 01;Martin
Charkovská;038 61;Martin
Chotárna;038 61;Martin
I. kolónia;038 61;Martin
II. kolónia;038 61;Martin
III. kolónia;038 61;Martin
Izabely Textorisovej;036 01;Martin
J. Alexyho;036 01;Martin
J. Barča-Ivana;036 01;Martin
J. Goliána;036 01;Martin
J. Kalinčiaka;036 01;Martin
J. Kostru;038 61;Martin
J. Kráľa;036 01;Martin
J. Lettricha;036 01;Martin
J. Martáka;038 61;Martin
J. Mazúra;036 01;Martin
J. Palkoviča;036 01;Martin
J. Š. Šikuru;038 61;Martin
J. V. Dolinského;038 61;Martin
Jahodnícka;036 01;Martin
Jána Bohdana Hroboňa;036 01;Martin
Jána Fraňa;036 01;Martin
Jána Petrikovicha;036 01;Martin
Jána Šimka;036 01;Martin
Jána Šípku;036 01;Martin
Jánošíkova;036 01;Martin
Jedľoviny;038 61;Martin
Jeleňova;036 01;Martin
Jesenského;036 01;Martin
Jilemnického;036 01;Martin
Jozefa Kronera;036 01;Martin
K letisku;036 01;Martin
Kadavého;036 01;Martin
Kalnô;036 01;Martin
Kaštieľna;036 01;Martin
Kernova;036 01;Martin
Kijevská;038 61;Martin
Kmeťka;038 61;Martin
Koceľova;036 01;Martin
Kohútova;036 01;Martin
Kollárova;036 01;Martin
Kolónia Hviezda;038 61;Martin
Komenského;036 01;Martin
Konevova;036 01;Martin
Korunovo;036 01;Martin
Košarišťanova;036 01;Martin
Košútska;036 01;Martin
Kozmonautov;036 01;Martin
Kráčiny;036 01;Martin
Kratinova;038 61;Martin
Krivánska;036 01;Martin
Kukučínova;036 01;Martin
Kuzmányho;036 01;Martin
L. Frimmela;036 01;Martin
L. Novomeského;036 01;Martin
Ľ. Ondrejova;036 01;Martin
Langsfeldova;036 01;Martin
Ľaukovská;036 01;Martin
Lazík;036 01;Martin
Leningradská;038 61;Martin
Lermontova;036 01;Martin
Lipová;038 61;Martin
Lúky;036 01;Martin
M. Dulu;038 61;Martin
M. Galandu;036 01;Martin
M. Jankolu;036 01;Martin
M. Poláka;036 01;Martin
M. R. Štefánika;036 01;Martin
M. Uhera;036 01;Martin
Majakovského;036 01;Martin
Majerčíkova;038 61;Martin
Majerná;036 01;Martin
Malá Hora;036 01;Martin
Malinovského;036 01;Martin
Maše Haľamovej;036 01;Martin
Matuškova;036 01;Martin
Medekova;036 01;Martin
Memorandové námestie;036 01;Martin
Mestská Bôrová;036 01;Martin
Milošovo;036 01;Martin
Minská;038 61;Martin
Mládeže;036 01;Martin
Mojmírova;036 01;Martin
Moskovská;036 01;Martin
Moyzesova;036 01;Martin
Mudrochova;038 61;Martin
Murgašova;036 01;Martin
Na Bystričku;036 01;Martin
Na Kameni;036 01;Martin
Nade Hejnej;036 01;Martin
Nadsadie;036 01;Martin
Nákladné nádražie;038 61;Martin
Nálepkova;036 01;Martin
Námestie J. C. Hronského;036 01;Martin
Námestie protifašistických bojovníkov;036 01;Martin
Námestie S. H. Vajanského;036 01;Martin
Námestie SNP;036 01;Martin
Nekrasova;036 01;Martin
Nerudova;038 61;Martin
Nešporova;036 01;Martin
Nezvalova;036 01;Martin
Novákova;036 01;Martin
Novojičínska;036 01;Martin
O. Borodáčovej;036 01;Martin
O. Plachého;038 61;Martin
Obchodné Centrum Turiec;036 01;Martin
Odeská;036 01;Martin
Odtoky;036 01;Martin
Okružná;036 01;Martin
Olšanova;036 01;Martin
P. Mudroňa;036 01;Martin
P. O. Hviezdoslava;036 01;Martin
P. V. Rovnianka;036 01;Martin
Palackého;038 61;Martin
Palárikova;036 01;Martin
Pivovarská;036 01;Martin
Pltníky;036 01;Martin
Pod strelnicou;036 01;Martin
Podhájska;036 01;Martin
Podhorská;036 01;Martin
Poľná;036 01;Martin
Poľovnícka;036 01;Martin
Poničanova;036 01;Martin
Potočná;036 01;Martin
Pri Siľave I;036 01;Martin
Pri Turci;036 01;Martin
Pri zbrojnici;036 01;Martin
Pribinova;036 01;Martin
Priehradka;036 01;Martin
Priehradná;038 61;Martin
Priekopská;038 61;Martin
Prieložtek;036 01;Martin
Priemyselná;036 01;Martin
Puškinova;036 01;Martin
R. Viesta;036 01;Martin
Rastislavova;036 01;Martin
Rázusova;036 01;Martin
Riadok;036 01;Martin
Riečiny;036 01;Martin
Robotnícka;036 01;Martin
Rumunskej armády;036 01;Martin
Ruppeldtova;036 01;Martin
Rybárska;036 01;Martin
S. Bibzu;036 01;Martin
S. Chalupku;036 01;Martin
Sadová;036 01;Martin
Sasinkova;036 01;Martin
Severná;036 01;Martin
Schmidtova;036 01;Martin
Siľava;036 01;Martin
Sklabinská;036 01;Martin
Sládkovičova;036 01;Martin
Slnečná;036 01;Martin
Slovanská;036 01;Martin
Smetanova;038 61;Martin
Smrekova;038 61;Martin
Stavbárska;036 01;Martin
Sučianska;038 61;Martin
Sucháčkova;036 01;Martin
Svätoplukova;036 01;Martin
Š. B. Romana;036 01;Martin
Š. Furdeka;036 01;Martin
Š. Kunu;036 01;Martin
Š. Náhalku;036 01;Martin
Šefranica;036 01;Martin
Ševčenkova;036 01;Martin
Školská;036 01;Martin
Škultétyho;036 01;Martin
Šmidkeho;036 01;Martin
Šoltésovej;036 01;Martin
Štefanovičova;036 01;Martin
Štepnická;036 01;Martin
Štúrovo námestie;036 01;Martin
Štvrť Čajkovského;038 61;Martin
T. Vansovej;036 01;Martin
Tajovského;036 01;Martin
Tehelná;036 01;Martin
Thurzova;036 01;Martin
Timravy;036 01;Martin
Tolstého;036 01;Martin
Tomášikova;036 01;Martin
Tomčany;036 01;Martin
Tomčányiovská;036 01;Martin
Tomčianska cesta;036 01;Martin
Tulská;036 01;Martin
Turčianskych dobrovoľníkov;036 01;Martin
Ulica E. T. Böhma;038 61;Martin
Ulica J. Bodeneka;038 61;Martin
Ulica J. Kučeru;038 61;Martin
Ulica S. Stračinu;036 01;Martin
Uzlovská;038 61;Martin
V ulici;038 61;Martin
V. P. Tótha;036 01;Martin
V. Šípoša;036 01;Martin
V. Žingora;036 01;Martin
Včelárska paseka;036 01;Martin
Veterná;036 01;Martin
Volgogradská;038 61;Martin
Východná;036 01;Martin
Wolkrova;036 01;Martin
Za campingom;038 61;Martin
Za Jordánom;038 61;Martin
Záborského;036 01;Martin
Zámocká;036 01;Martin
Záturčianska;036 01;Martin
Záturecká;036 01;Martin
Zelená;038 61;Martin
Zemianska;036 01;Martin
Zvolenská;036 01;Martin
1.mája;907 01;Myjava
8.apríla;907 01;Myjava
Bednárova;907 01;Myjava
Bočná;907 01;Myjava
Bodnárova;907 01;Myjava
Bradáčova;907 01;Myjava
Brezovská;907 01;Myjava
Brunov;907 01;Myjava
Buchlovská;907 01;Myjava
Cibulkova;907 03;Myjava
Čsl. armády;907 01;Myjava
Diely;907 03;Myjava
Dolná;907 01;Myjava
Dolná štvrť;907 01;Myjava
Dubravčíkov vŕšok;907 01;Myjava
Duklianska;907 01;Myjava
Durišovia;907 03;Myjava
Gegeľovská;907 01;Myjava
Generála Svobodu;907 01;Myjava
Goláňova;907 01;Myjava
Gromovova;907 01;Myjava
Guzice;907 01;Myjava
Hlinícka;907 01;Myjava
Hodžova;907 01;Myjava
Hoštáky;907 01;Myjava
Hurbanova;907 01;Myjava
Hviezdoslavova;907 01;Myjava
Chlebov vrch;907 03;Myjava
Jablonská;907 01;Myjava
Janka Cádru;907 01;Myjava
Jánošíkova;907 01;Myjava
Jašovec;907 03;Myjava
Javorinská;907 01;Myjava
Kamenec;907 03;Myjava
Kamenné;907 01;Myjava
Karušova;907 03;Myjava
Komenského;907 01;Myjava
Kopánka;907 01;Myjava
Kopiská;907 03;Myjava
kpt. M. Uhra;907 01;Myjava
Krajňanská;907 01;Myjava
Krmanova;907 01;Myjava
Kržle;907 01;Myjava
Kýčer;907 03;Myjava
M. Marečka;907 01;Myjava
M.Šimonoviča;907 01;Myjava
Malejov;907 03;Myjava
Michala Šimonoviča;907 01;Myjava
Milana Marečka;907 01;Myjava
Moravská;907 01;Myjava
Nádražná;907 01;Myjava
Nám.M.R.Štefánika;907 01;Myjava
Námestie M. R. Štefánika;907 01;Myjava
Novomestská;907 01;Myjava
Padelky;907 03;Myjava
Pakanská;907 01;Myjava
Partizánska;907 01;Myjava
Pažického;907 01;Myjava
Pažite;907 01;Myjava
Petra Tvrdého;907 01;Myjava
Píly;907 03;Myjava
Pirte;907 01;Myjava
Pod Barancom;907 01;Myjava
Pod vrchom;907 03;Myjava
Polákov vrch;907 03;Myjava
Poľana;907 01;Myjava
Pri Lesíku;907 01;Myjava
Priemyselná;907 01;Myjava
profesora Varsíka;907 01;Myjava
Prostredná;907 01;Myjava
Prvej SNR;907 01;Myjava
Samka Dudíka;907 01;Myjava
Sídl. Kamenné;907 01;Myjava
Siváčkovia;907 01;Myjava
Sládkovičova;907 01;Myjava
SNP;907 01;Myjava
Staromyjavská;907 01;Myjava
Škola;907 03;Myjava
Štefčakovia;907 03;Myjava
Štemberk;907 01;Myjava
Štúrova;907 01;Myjava
Štverná;907 03;Myjava
Tehelná;907 01;Myjava
Továrenská;907 01;Myjava
Trnovská;907 01;Myjava
Trokanova;907 01;Myjava
Turá Lúka;907 03;Myjava
U Balážov;907 03;Myjava
U Bašnárov;907 03;Myjava
U Belanských;907 03;Myjava
U Bucalov;907 01;Myjava
U Černákov;907 03;Myjava
U Duhákov;907 03;Myjava
U Hôžďalov;907 01;Myjava
U Humeníkov;907 01;Myjava
U Chorvátov;907 03;Myjava
U Jandíkov;907 03;Myjava
U Janusov;907 03;Myjava
U Jurčov;907 03;Myjava
U Júríkov;907 03;Myjava
U Klvačov;907 03;Myjava
U Kozrlkov;907 01;Myjava
U Kožíkov;907 03;Myjava
U Krčkov;907 03;Myjava
U Križkov;907 01;Myjava
U Kulíškov;907 01;Myjava
U Majtánov;907 03;Myjava
U Mihálov;907 01;Myjava
U Mizerákov;907 01;Myjava
U Omastov;907 03;Myjava
U Pagáčov;907 01;Myjava
U Pánikov;907 01;Myjava
U Pekníkov;907 01;Myjava
U Petrášov;907 01;Myjava
U Podzámských;907 03;Myjava
U Rybkov;907 03;Myjava
U Svítkov;907 01;Myjava
U Šimkov;907 03;Myjava
U Škanderov;907 03;Myjava
U Škarítkov;907 03;Myjava
U Škodákov;907 03;Myjava
U Ticháčkov;907 01;Myjava
U Vachulov;907 03;Myjava
U Vankov;907 03;Myjava
U Varsíkov - Líška;907 03;Myjava
U Vdoviakov;907 01;Myjava
U Zemanov;907 01;Myjava
U Zimov;907 03;Myjava
Uhliská;907 01;Myjava
Vajanského;907 01;Myjava
Viestova;907 01;Myjava
Vŕšok;907 01;Myjava
Výhony;907 01;Myjava
Záhradnícka;907 01;Myjava
Záhrady;907 03;Myjava
Závršky;907 01;Myjava
Zory Lackovej;907 01;Myjava
Zuzky Zgurišky;907 01;Myjava
Žaboškreky;907 01;Myjava
1.mája;949 05;Nitra
7.pešieho pluku;949 01;Nitra
8.mája;949 01;Nitra
A. F. Langa;949 11;Nitra
A.Ďateľa;949 07;Nitra
A.Žarnova;949 07;Nitra
Agátová ulica;949 01;Nitra
Akademická;949 01;Nitra
Alexyho;949 11;Nitra
Ambrova;949 01;Nitra
Andreja Šulgana;949 01;Nitra
Antona Točíka;949 11;Nitra
Astrová;949 01;Nitra
Atlasová;949 01;Nitra
Azalková;949 01;Nitra
B.Nemcovej;949 01;Nitra
Bajkalská;949 01;Nitra
Bajzova;949 01;Nitra
Baničova;949 11;Nitra
Banská;949 01;Nitra
Bártfayho;949 01;Nitra
Bartókova;949 01;Nitra
Bazová;949 01;Nitra
Bazovského;949 11;Nitra
Bažantia;949 01;Nitra
Beethovenova;949 11;Nitra
Bellova;949 11;Nitra
Belopotockého;949 01;Nitra
Beniakova;949 01;Nitra
Benkova;949 11;Nitra
Bernolákova;949 01;Nitra
Biela;949 01;Nitra
Biovetská;949 05;Nitra
Biringerova;949 01;Nitra
Bita;949 05;Nitra
Bizetova;949 11;Nitra
Bočná;949 05;Nitra
Bohúňova;949 01;Nitra
Bojnická;949 01;Nitra
Bolečkova;949 01;Nitra
Borodáčova;949 11;Nitra
Borová;949 01;Nitra
Borovicová;949 05;Nitra
Botanická;949 01;Nitra
Bottova;949 01;Nitra
Braneckého;949 01;Nitra
Bratislavská;949 01;Nitra
Brestová;949 01;Nitra
Brezová;949 01;Nitra
Brezový háj;949 01;Nitra
Brigádnická;949 05;Nitra
Broskyňová;949 01;Nitra
Buková;949 01;Nitra
Bulharská;949 01;Nitra
Burgundská;949 01;Nitra
Bystrá;949 01;Nitra
Cabajská;949 01;Nitra
Cabanova;949 01;Nitra
Cez panské;949 01;Nitra
Cintorínska;949 01;Nitra
Cirmánska;949 05;Nitra
Clementisova;949 01;Nitra
Coboriho;949 01;Nitra
Cyrilometodské námestie;949 01;Nitra
Čajkovského;949 11;Nitra
Čakanková;949 01;Nitra
Čavojského;949 01;Nitra
Čečinová;949 01;Nitra
Čermánske námestie;949 01;Nitra
Černicová;949 01;Nitra
Červenova;949 01;Nitra
Česko-slovenskej armády;949 01;Nitra
Čulenova;949 01;Nitra
Damborského;949 01;Nitra
Diaľničná;949 01;Nitra
Dlhá;949 01;Nitra
Dlhá;949 07;Nitra
Dlhá;949 07;Nitra
Dobrotka;949 01;Nitra
Dobšinského;949 01;Nitra
Doležalova;949 01;Nitra
Dolná;949 07;Nitra
Dolné Hony;949 01;Nitra
Dolnočermánska;949 01;Nitra
Dolnohorská;949 01;Nitra
Dolnozoborská;949 01;Nitra
Dr.J.Budayho;949 07;Nitra
Dražovská;949 01;Nitra
Drieňová;949 01;Nitra
Drieňová;949 01;Nitra
Drozdí chodník;949 01;Nitra
Družstevná;949 01;Nitra
Dubíkova;949 01;Nitra
Dubová;949 01;Nitra
Ďumbierska;949 01;Nitra
Dunajská;949 11;Nitra
Ďurčanského;949 01;Nitra
Ďurková;949 01;Nitra
Dvorčanská;949 05;Nitra
Dvorská;949 07;Nitra
Edisonova ulica;949 11;Nitra
Elektrárenská;949 01;Nitra
Fabrická;949 01;Nitra
Fándlyho;949 01;Nitra
Farská;949 01;Nitra
Fatranská;949 01;Nitra
Fialková;949 01;Nitra
Fraňa Kráľa;949 01;Nitra
Fraňa Mojtu;949 01;Nitra
Furmanská;949 11;Nitra
Gaštanová;949 01;Nitra
Gazdovská;949 01;Nitra
Gemerská;949 01;Nitra
Gergelyiho ulica;949 01;Nitra
Gerhardtova ulica;949 01;Nitra
Gladiolová;949 01;Nitra
Golianova;949 01;Nitra
Golianova;949 11;Nitra
Golianovská;949 07;Nitra
Gorazdova;949 01;Nitra
H. Meličkovej;949 01;Nitra
Hájnická;949 01;Nitra
Hájovňa;949 05;Nitra
Hájska;949 01;Nitra
Hamuljakova;949 01;Nitra
Hanácka;949 07;Nitra
Hanulova;949 01;Nitra
Hattalova;949 01;Nitra
Havrania;949 01;Nitra
Hečkova;949 01;Nitra
Hirošimská;949 01;Nitra
Hlavná;949 07;Nitra
Hlboká;949 01;Nitra
Hlohová;949 01;Nitra
Hlohovecká;949 01;Nitra
Hodálova;949 01;Nitra
Hodžova;949 01;Nitra
Hollého;949 01;Nitra
Holotka;949 05;Nitra
Holubyho;949 01;Nitra
Hontianska;949 01;Nitra
Horeckého;949 01;Nitra
Horná;949 01;Nitra
Hornočermánska;949 01;Nitra
Hornohorská;949 01;Nitra
Hornokynecká ulica;949 01;Nitra
Hornostavská;949 01;Nitra
Hornozoborská;949 01;Nitra
Horný Palánok;949 01;Nitra
Horská;949 01;Nitra
Hospodárska;949 01;Nitra
Hozova;949 01;Nitra
Hrabová;949 01;Nitra
Hradná;949 01;Nitra
Hradné námestie;949 01;Nitra
Hraničná;949 01;Nitra
Hríbová;949 07;Nitra
Hroznová;949 01;Nitra
Hurbanova;949 01;Nitra
Hviezdna;949 01;Nitra
Hviezdoslavova trieda;949 01;Nitra
Hviezdoslavova trieda;949 11;Nitra
Hydinárska;949 01;Nitra
Chalupkova;949 01;Nitra
Chatárska;949 01;Nitra
Chmeľová dolina;949 01;Nitra
Chotárna;949 01;Nitra
Chrenovská;949 01;Nitra
Inovecká;949 01;Nitra
Ipeľská ulica;949 01;Nitra
Ivana Braunera;949 11;Nitra
J. C. Hronského;949 07;Nitra
Jabloňová;949 05;Nitra
Jahodová;949 01;Nitra
Jakuba Haška;949 01;Nitra
Jána Galbavého;949 01;Nitra
Jána Mila;949 07;Nitra
Jána Mrvu;949 01;Nitra
Jána Zelenáka;949 01;Nitra
Janka Kráľa;949 01;Nitra
Janka Silana;949 07;Nitra
Jánošíkova;949 01;Nitra
Janského;949 01;Nitra
Jarabinová;949 11;Nitra
Jarmočná;949 01;Nitra
Jarná;949 01;Nitra
Jarocká;949 01;Nitra
Jaseňová;949 01;Nitra
Jaskyňová;949 01;Nitra
Jasná;949 01;Nitra
Jastrabia;949 01;Nitra
Javorová;949 01;Nitra
Jazerná;949 01;Nitra
Jazmínová;949 11;Nitra
Jedlíkova;949 11;Nitra
Jelenecká;949 01;Nitra
Jelšová;949 01;Nitra
Jesenského;949 01;Nitra
Jevjákova ulica;949 01;Nitra
Jozefa Vuruma;949 01;Nitra
Jozefa Vuruma;949 01;Nitra
Jurkovičova;949 11;Nitra
Jurský dvor;949 01;Nitra
Južná;949 01;Nitra
Južný prameň;949 01;Nitra
K rieke;949 05;Nitra
Kalinčiakova;949 01;Nitra
Kalvária;949 01;Nitra
Kalvárska;949 01;Nitra
Kamenecká;949 01;Nitra
Kamenná;949 01;Nitra
Kanálová;949 01;Nitra
Karpatská;949 01;Nitra
Kasalova;949 01;Nitra
Kasárenská;949 01;Nitra
Kavcova;949 01;Nitra
Kláštorská;949 01;Nitra
Klinčeková;949 01;Nitra
Klokočinská;949 01;Nitra
Kľúčovského;949 01;Nitra
Kluchova;949 01;Nitra
Kmeťkova;949 01;Nitra
Kmeťova;949 11;Nitra
Knappova Ulica;949 05;Nitra
Koceľova;949 01;Nitra
Kodályova;949 01;Nitra
Kochova;949 01;Nitra
Kollárova;949 01;Nitra
Komenského;949 01;Nitra
Kopanická;949 07;Nitra
Korčekova;949 01;Nitra
Kostolná;949 01;Nitra
Košická;949 01;Nitra
Kováčikova;949 01;Nitra
Kozmonautov;949 01;Nitra
Kráľovská cesta;949 01;Nitra
Kraskova;949 01;Nitra
Krátka;949 01;Nitra
Krčméryho;949 01;Nitra
Kremnická;949 01;Nitra
Kríková;949 07;Nitra
Krištáľová;949 01;Nitra
Krivánska;949 01;Nitra
Krížna;949 07;Nitra
Krompašská;949 01;Nitra
Krškanská;949 05;Nitra
Ku skládke;949 01;Nitra
Kukučínova;949 01;Nitra
Kultúrna;949 01;Nitra
Kupecká;949 01;Nitra
Kúpeľná;949 01;Nitra
Kúria;949 07;Nitra
Kvetná;949 01;Nitra
Kyjevská;949 01;Nitra
Kynecká;949 01;Nitra
Ľaliová;949 01;Nitra
Lány;949 01;Nitra
Látečkovej;949 05;Nitra
Lehotská ulica;949 01;Nitra
Lesná;949 01;Nitra
Letecká;949 07;Nitra
Letná;949 05;Nitra
Levanduľová;949 01;Nitra
Levická;949 01;Nitra
Lidická;949 01;Nitra
Liesková;949 05;Nitra
Lipová;949 01;Nitra
Liptovská;949 01;Nitra
Lomnická;949 01;Nitra
Lúčna;949 01;Nitra
Ľuda Ondrejova;949 01;Nitra
Ľudovíta Čuláka;949 01;Nitra
Ľudovíta Okánika;949 01;Nitra
Lukáčova;949 01;Nitra
Lukov dvor;949 01;Nitra
Lukovská;949 01;Nitra
Lužianska;949 01;Nitra
M.S.Trnavského;949 01;Nitra
Maginova;949 01;Nitra
Majakovského;949 01;Nitra
Malá;949 01;Nitra
Malá kamenná;949 01;Nitra
Malá podhájska;949 01;Nitra
Malá strmá;949 01;Nitra
Malanta;949 01;Nitra
Malíkova;949 01;Nitra
Malinová;949 01;Nitra
Mandľová;949 01;Nitra
Margarétková;949 01;Nitra
Mariánska;949 01;Nitra
Mariánska dolina;949 01;Nitra
Martinská dolina;949 01;Nitra
Massányiho ulica;949 01;Nitra
Matičná ulica;949 11;Nitra
Matušincova;949 07;Nitra
Mäsiarska;949 05;Nitra
Medovková ulica;949 11;Nitra
Medzi vodami;949 05;Nitra
Metodova;949 01;Nitra
Michala Lukniša;949 01;Nitra
Michala Verešíka;949 07;Nitra
Mikov Dvor;949 01;Nitra
Mikova Ves;949 01;Nitra
Mikovíniho;949 11;Nitra
Misionárska;949 01;Nitra
Mlynská;949 01;Nitra
Mojmírova;949 01;Nitra
Morušová;949 01;Nitra
Moskovská;949 01;Nitra
Mostná;949 01;Nitra
Moyzesova;949 01;Nitra
Mrázova;949 01;Nitra
Mudrochova;949 01;Nitra
Mudroňova;949 01;Nitra
Murániho;949 11;Nitra
Murgašova;949 01;Nitra
Muškátová;949 01;Nitra
Na Čerešňovom vrchu;949 11;Nitra
Na Dolinu;949 01;Nitra
Na gruntoch;949 01;Nitra
Na hlinách;949 05;Nitra
Na Hôrke;949 11;Nitra
Na Katruši;949 05;Nitra
Na lúkach;949 11;Nitra
Na Pasienkoch;949 01;Nitra
Na Predmostí;949 01;Nitra
